,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
836,Kyushu Electric Power,5.617000000000001,17.688,0.7819,44.288999999999994,837,Utilities,Electric Utilities,Asia,Japan,Japan,,Masayoshi Nuki,http://www.forbes.com/companies/kyushu-electric-power/,0.017654496999999998,0.044205111,"Kyūshū Electric Power Company (九州電力株式会社, Kyūshū Denryoku Kabushiki Gaisha) (TYO: 9508, OSE: 9508) is a Japanese energy company that provides power to 7 prefectures (Fukuoka, Nagasaki, Ōita, Saga, Miyazaki, Kumamoto, Kagoshima), and recently, to some parts of Hiroshima Prefecture. Its shortened name of 九電 (Kyuu den) is sometimes used. In 2011 the company was criticised for attempting to manipulate public opinion in favor of reactivating two reactors at the Genkai Nuclear Power Plant."
837,Stora Enso,16.267,11.835,0.9174,14.540999999999999,838,Materials,Paper & Paper Products,Europe,Finland,Finland,,Karl-Henrik Sundström,http://www.forbes.com/companies/stora-enso/,0.063090571,0.077515843,"Stora Enso Oyj (from Swedish: Stora [ˈstǔːra] and Finnish: Enso [ˈenso]) is a manufacturer of pulp, paper and other forest products, headquartered in Helsinki, Finland. The majority of sales takes place in Europe, but there are also significant operations in Asia, South America and the United States. Stora Enso was formed in 1998, when the Swedish mining and forestry products company Stora AB merged with the Finnish forestry products company Enso Oyj. In 2018, the average number of employees was 26,000. In 2015, Stora Enso was ranked seventh in the world by sales and fourth by earnings, among forest, paper and packaging industry companies. For the first two quarters of 2018, the company was ranked second by net earnings among European forest and paper industry companies. The corporate history can be traced back to the oldest known preserved share certificate in the world, issued in 1288. Based on this, some observers consider Stora Enso to be the oldest limited liability company in the world.

"
838,Kone,25.725,10.681,1.114,8.353,839,Industrials,Construction Services,Europe,Finland,Finland,,Henrik Fredrik,http://www.forbes.com/companies/kone/,0.13336525800000001,0.10429735,"KONE Oyj (Finnish pronunciation: [ˈko̞ne̞ʔ]; officially stylized as KONE and trading as KONE Corporation), founded in 1910 and headquartered in Espoo near Helsinki, Finland, is an international engineering and service company employing some 55,000 personnel across 60 countries worldwide. In addition, KONE builds and services moving walkways (referred to by the company as autowalks), automatic doors and gates, escalators and elevators. The company provides local service for builders, developers, building owners, designers and architects in 1,000 offices in over 50 countries.Since 1924, KONE has been controlled by one of Finland's wealthiest families, the Herlin family. After Harald Herlin purchased the company in 1924, he served as its Chairman until 1941. Afterwards, his son, Heikki H. Herlin, took over his father's post from 1941–1987. Control of the company was then handed down to his son, Pekka Herlin, which he retained from 1987–2003. The current Chairman of KONE's Board of Directors from 2003 onwards is Antti Herlin, the son of Pekka Herlin. As of December 2019, Antti Herlin controls directly or indirectly 62% of the voting rights and 22% of the shares of the company which is listed on the Helsinki Stock Exchange.
In the Finnish language Kone means ""machine"" or ""device""."
839,Raymond James Financial,13.675999999999998,7.019,0.7372,36.031,840,Financials,Investment Services,North America,United States,Florida,Florida,Kevin Mansell,http://www.forbes.com/companies/raymond-james-financial/,0.020460159,0.105029206,"Raymond James Financial is an American multinational independent investment bank and financial services company providing financial services to individuals, corporations, and municipalities through its subsidiary companies that engage primarily in investment and financial planning, in addition to investment banking and asset management. Raymond James Financial is one of the largest banking institutions in the United States

"
840,First Republic Bank,15.76,3.095,0.78,90.22399999999999,841,Financials,Regional Banks,North America,United States,California,California,James Herbert,http://www.forbes.com/companies/first-republic-bank/,0.00864515,0.252019386,"First Republic Bank is an American bank and wealth management company offering personal banking, business banking, trust and wealth management services, catering to low-risk, high net-worth clientele.  The bank specializes in delivering personalized relationship-based service through preferred banking or trust offices in the United States, including San Francisco, Palo Alto, Los Angeles, Santa Barbara, Newport Beach, San Diego, Portland, Palm Beach, Boston, Greenwich, New York City, Jackson, Wyoming, and Manhattan Beach.First Republic offers wealth management services through First Republic Wealth Advisors and First Republic Investment Management.  Brokerage services are provided through First Republic Securities Company LLC and Trust services are provided through First Republic Trust Company.

"
841,Infineon Technologies,32.351,8.486,1.275,,842,Information Technology,Semiconductors,Europe,Germany,Germany,,Reinhard Ploss,http://www.forbes.com/companies/infineon-technologies/,,0.150247466,"Infineon Technologies AG is a German semiconductor manufacturer founded in 1999, when the semiconductor operations of the former parent company Siemens AG were spun off. Infineon has about 46,665 employees and is one of the ten largest semiconductor manufacturers worldwide. It is market leader in automotive and power semiconductors. In fiscal year 2020, the company achieved sales of €8.6 billion. Infineon bought Cypress in April 2020.

"
842,Assa Abloy,24.701,9.176,1.0404,12.522,843,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Nico Delvaux,http://www.forbes.com/companies/assa-abloy/,0.083085769,0.11338273800000001,"Assa Abloy AB is a Swedish conglomerate whose offerings cover products and services ranging from locks, doors, gates and entrance automation. This also includes controlling identities with keys, cards, tags, mobile and bio-metric identity verification systems. Assa Abloy was formed in 1994, when Assa AB was separated from Swedish security firm Securitas AB.
Shortly thereafter, Assa AB merged with the Finnish high security lock manufacturer Abloy Oy (based in Joensuu, a subsidiary of the Finnish company Wärtsilä).
The company was introduced to the Stockholm Stock Exchange later the same year. Assa Abloy has since made over 200 acquisitions including Yale lock, Chubb Locks, Medeco in the United States, Mul-T-Lock in Israel and Fichet-Bauche in France. Its two largest shareholders are Latour and Melker Schörling AB.

"
843,Hermès International,72.65,6.2589999999999995,1.3778,8.127,844,Consumer Discretionary,Apparel/Accessories,Europe,France,France,,Henri-Louis Bauer,http://www.forbes.com/companies/hermes-international/,0.169533653,0.22013101100000002,"Hermès International S.A., or simply Hermès ( (listen) air-MEZ, French: [ɛʁmɛs] (listen)), is a French luxury goods manufacturer established in 1837. It specializes in leather goods, lifestyle accessories, home furnishings, perfumery, jewellery, watches and ready-to-wear. Its logo, since the 1950s, is of a Duc carriage with horse. Nadège Vanhee-Cybulski is the current creative director."
844,PKO Bank Polski,14.856,4.229,0.8224,85.447,845,Financials,Regional Banks,Europe,Poland,Poland,,Axel Dumas,http://www.forbes.com/companies/pko-bank-polski/,0.00962468,0.19446677699999998,"Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna (also known as PKO Bank Polski S.A., PKO BP S.A.)  is Poland's largest bank founded in 1919. It provides services to individual and business clients. The core business activity of PKO Bank Polski is retail banking. The full Polish name roughly translates to ""General Savings Bank"". Popularly, only the acronym ""PKO"" is used by clients. 
With 1,145 branches located in Poland and abroad and a market capitalization of PLN 52 billion (EUR 12.6 billion equivalent) as of 2018, PKO BP Group is among the largest financial institutions in Poland and is also one of the largest financial groups in Central and Eastern Europe. 

"
845,Aena,31.801,4.686,1.4751,18.871,846,Industrials,Other Transportation,Europe,Spain,Spain,,Jaime Ponce,http://www.forbes.com/companies/aena/,0.078167559,0.314788732,"ENAIRE is the air navigation manager in Spain and Western Sahara, certified for the provision of en route, approach and aerodrome control services. As a public corporate entity attached to the Ministry for Public Works, it is responsible for air traffic control, aeronautical information and the Communication, navigation and surveillance networks necessary so that air companies and their aircraft can fly safely, fluidly and in an orderly manner within Spanish airspace.
It is the fourth largest air navigation service provider in Europe by volume of air traffic, with around 2 million flights per year. ENAIRE manages these 2.2 million square kilometres of airspace from five air control centres (Barcelona, Canary Islands, Madrid, Palma de Mallorca and Seville) and 21 control towers.
It looks after controlling a complex airspace of over 2,000,000 square km, comprising one continental area, one oceanic area and the airspace of the Western Sahara. It also handles flights entering Europe from America and Africa as Spain is the port of entry linking traffic from Africa and South America with Europe, and especially with Germany, France and the United Kingdom. ENAIRE provides a flexible service capable of adapting to the seasonal nature of air traffic in Spain, where there is a considerably larger number of flights in the summer season as Spain receives the third-largest number of tourists in the world.
ENAIRE participates in projects of the European Union related to the implantation of the Single European Sky, such as the group A6 and the European joint undertaking iTEC (with Indra and the air navigation providers NATS (United Kingdom), DFS (Germany), LVNL (Netherlands), Avinor (Norway), PANSA (Poland) and Oro Navigacija (Lithuania). ENAIRE is also a full member of CANSO.
ENAIRE owns 51% of the capital of Aena S.A., the world's largest airport manager, with a network of 46 airports and 2 heliports in Spain. These include Adolfo Suárez Madrid-Barajas, Barcelona-El Prat, Palma de Mallorca and Málaga-Costa del Sol. This network records more than 207 million passengers per year. In addition, Aena S.A. participates in the management of 15 further airports in the United Kingdom, Colombia and Mexico.

"
