,Company,Industry,Country,Market Value,Profits,Assets,Sales,Rank,Profits as % of Assets,Profits as % of Sales,description
1082,Hochtief,Construction,Germany,1.95,0.21,15.33,24.02,1082,0.0136986301369863,0.00874271440466278,"Hochtief Aktiengesellschaft is a German construction company based in Essen, North Rhine-Westphalia, Germany. Hochtief is Germany's largest construction company and operates globally, ranking as one of the largest general construction companies in the United States through its Turner subsidiary, and in Australia through a 72.683% shareholding in CIMIC Group. In 2010 it employed more than 70,000 employees across five corporate divisions. One of these, Hochtief Concessions, is a major airport operator. The others are involved with construction project planning, finance, construction and operation. Work done in 2010 was €23.23 billion, with more than 80% coming from operations outside Germany.The company's history dates back to 1874 and includes engineering feats such as the transplantation of the Abu Simbel rock temples in Egypt (saving them from the rise of the River Nile caused by the Aswan High Dam), and infrastructure projects like the new Athens International Airport and Germany's first nuclear power plant. It is also noted for its involvement with the Bauhaus movement, particularly for its work at Zollverein colliery and the reconstruction of the Kandinsky-Klee house in Dessau; both World Heritage Sites. During World War II it deployed forced labor on construction projects. It built the Führerbunker in Berlin, the scene of Adolf Hitler's suicide, as well as Hitler's home in Berghof and the Wolfsschanze headquarters. More recent constructions have included Bosphorus Bridge (Turkey), King Abdulaziz International Airport (Saudi Arabia), and the Messeturm and Commerzbank Tower in Frankfurt.
In late 2010, Spanish construction company Grupo ACS, which already owned a 30 percent stake of Hochtief, launched a bid that would allow ACS to acquire an additional 20 percent stake of Hochtief. The bid was approved by the German Federal Financial Supervisory Authority (BaFin) on 29 November 2010. ACS increased its stake in Hochtief to 50.16 percent in June 2011, effectively taking over control of Hochtief.

"
1083,China Southern Airlines,Transportation,China,3.36,0.26,11.22,7.46,1084,0.0231729055258467,0.0348525469168901,"China Southern Airlines Company Limited is an airline headquartered in Baiyun District, Guangzhou, Guangdong Province. Established on 1 July 1988 following the restructuring of the CAAC Airlines that acquired and merged a number of domestic airlines, the airline became one of China's ""Big Three"" airlines (alongside Air China and China Eastern Airlines), the world's sixth-largest airline measured by passengers carried and Asia's largest airline in fleet size, revenue, and passengers carried. With its main hubs at Guangzhou Baiyun International Airport and Beijing Daxing International Airport, the airline operates more than 2,000 flights to more than 200 destinations daily and was a member of SkyTeam until 1 January 2019. The airline started a frequent flyer program partnership with American Airlines in March 2019. The logo of the airline consists of a kapok flower (which is also the city flower of Guangzhou) on a blue tail fin. The company slogan is Fly into your dreams (Chinese: 飞向您的梦想).
The parent company of China Southern Airlines Company Limited is China Southern Air Holding Company, a state-owned enterprise that was supervised by the State-owned Assets Supervision and Administration Commission of the State Council."
1084,Johnson Matthey,Materials,United Kingdom,3.0,0.37,5.14,14.88,1085,0.0719844357976654,0.0248655913978495,Johnson Matthey (LSE: JMAT) is a British multinational speciality chemicals and sustainable technologies company headquartered in the United Kingdom. It is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index.
1085,Power Grid of India,Utilities,India,7.94,0.36,10.78,1.15,1085,0.0333951762523191,0.31304347826087,"Power Grid Corporation of India Limited (POWERGRID),  is an Indian state-owned Maharatna company headquartered in Gurugram, India and engaged mainly in Transmission of Power. POWERGRID transmits about 50% of the total power generated in India on its transmission network. Its former subsidiary company, Power System Operation Corporation Limited (POSOCO) handles power management for National Grid and all state transmission utilities. POWERGRID also operates a telecom business under the name POWERTEL. Shri Kandikuppa Sreekant serves as the Chairman and Managing Director of the company.

"
1086,Abu Dhabi Commercial Bank,Banking,United Arab Emirates,2.13,0.54,40.22,1.97,1087,0.0134261561412233,0.274111675126904,"Abu Dhabi Commercial Bank PJSC (Arabic: بنك أبوظبي التجاري‎) (ADX: ADCB), commonly called ADCB, is a bank in the United Arab Emirates.
Abu Dhabi Commercial Bank (ADCB) was formed in 1985 as a public shareholding company with limited liability, following the mergers between Emirates Commercial Bank, Federal Commercial Bank, and Khaleej Commercial Bank, which was established in 1975. 
The Government of Abu Dhabi through the Abu Dhabi Investment Council (ADIC) holds 62.52% of ADCB shares; the remainder is held by other institutions and individuals. ADCB is the third-largest bank in the UAE in terms of balance sheet size and offers a range of commercial and retail banking services to its customers.  
As of 30 September 2018, it employs over 5000 people  serving retail and corporate clients. Aside from 56 branches in the UAE, it has 1 branch in Jersey. It also operates out of representative offices in Singapore and London. 
In January 2019, a 3 bank merger was announced between ADCB, UNB (Union National Bank) and Al Hilal Bank. The combined bank continues to operate as ADCB although Al Hilal Bank  operates as a standalone Islamic bank consolidated under the new group entity. 
ADCB Group will become the  fifth largest bank in the region with approximately 1 million customers."
1087,Juniper Networks,Technology Hardware & Equip,United States,7.42,0.51,7.19,3.57,1088,0.0709318497913769,0.14285714285714302,"Juniper Networks, Inc. is an American multinational corporation headquartered in Sunnyvale, California. The company develops and markets networking products, including routers, switches, network management software, network security products, and software-defined networking technology.
The company was founded in 1996 by Pradeep Sindhu, with Scott Kriens as the first CEO, who remained until September 2008. Kriens has been credited with much of Juniper's early market success. It received several rounds of funding from venture capitalists and telecommunications companies before going public in 1999. Juniper grew to $673 million in annual revenues by 2000. By 2001 it had a 37% share of the core routers market, challenging Cisco's once-dominant market-share. It grew to $4 billion in revenues by 2004 and $4.63 billion in 2014. Juniper appointed Kevin Johnson as CEO in 2008, Shaygan Kheradpir in 2013 and Rami Rahim in 2014.
Juniper Networks originally focused on core routers, which are used by internet service providers (ISPs) to perform IP address lookups and direct internet traffic. Through the acquisition of Unisphere, in 2002, the company entered the market for edge routers, which are used by ISPs to route internet traffic to individual consumers. In 2003, Juniper entered the IT security market with its own JProtect security toolkit before acquiring security company NetScreen Technologies the following year. In the early 2000s, Juniper entered the enterprise segment, which accounted for one-third of its revenues by 2005. As of 2014, Juniper has been focused on developing new software-defined networking products."
1088,First Financial Holding,Banking,Taiwan,2.48,0.39,50.86,2.05,1089,0.00766810853322847,0.190243902439024,"The Kingdom Holding Company (Arabic: شركة المملكة القابضة‎) is a Saudi conglomerate holding company based in Riyadh. The Kingdom Holding Company (KHC) is a publicly listed company on the Tadawul (Saudi Stock Exchange). The KHC consists of a select team of experienced investment specialists directed by its founder and chairman, Prince Al-Waleed bin Talal and Chief Executive Officer, Eng. Talal Ibrahim Al Maiman. The company describes itself as a diversified investment company, whose main interests are financial services, real estate, tourism and hospitality, media, entertainment, petrochemicals, aviation and technology.

"
1089,CMS Energy,Utilities,United States,2.51,0.3,14.9,6.83,1090,0.0201342281879195,0.0439238653001464,"CMS Energy (NYSE: CMS), based in Jackson, Michigan, is an energy company that is focused principally on utility operations in Michigan. Its principal business is Consumers Energy, a public utility that provides electricity and natural gas to more than 6 million of Michigan's 10 million residents. Its non-utility businesses are focused primarily on domestic independent power production. Consumers Energy has operated since 1886.CMS Enterprises' primary businesses are independent power production and natural gas transmission.

"
1090,Mitsui Chemicals,Chemicals,Japan,1.71,0.25,14.58,17.9,1091,0.0171467764060357,0.0139664804469274,"Mitsui Chemicals (三井化学株式会社, Mitsui-Kagaku Kabushiki-gaisha) is a Japanese chemicals company listed on the Nikkei with business interests in Japan, Europe, China, Southeast Asia and the USA. It is a part of the Mitsui conglomerate. The company mainly deals in performance materials, petro and basic chemicals and functional polymeric materials.
With the growth of opportunities in India, Mitsui Chemicals has decided to establish its first polypropylene compounding plant in India at 'Japanese Investment park' Neemrana phase III. The unit being set up will be the manufacturing base of Mitsui Chemicals Group in India in which Mitsui Chemicals holds 80% equity and 20% equity is with another subsidiary, Prime Polymers Company of Japan.

"
1091,Odakyu Electric Railway,Transportation,Japan,5.45,0.19,12.94,6.25,1091,0.0146831530139104,0.0304,"Odakyu Electric Railway Co., Ltd. (小田急電鉄株式会社, Odakyū Dentetsu Kabushiki-gaisha), commonly known as Odakyū, is a major railway company based in Tokyo, Japan, best known for its Romancecar series of limited express trains from Tokyo to Odawara, Enoshima, Tama New Town, and Hakone.
The Odakyu Electric Railway forms the core of the Odakyu Group, which comprises 101 companies (as of July 14, 2017) and includes the Enoshima Electric Railway, Hakone Tozan Railway, Odakyu Bus, Odakyu Department Store, and Hyatt Regency Tokyo hotel."
