,Company,Industry,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,description
1684,Bolsas & Mercados,Investment Services,Spain,2.5,0.42,0.2064,42.1,1685,http://www.forbes.com/companies/bolsas-mercados,0.00490261282660333,0.491428571428571,"Bolsas y Mercados Españoles (Spanish pronunciation: [ˈbolsas i meɾˈkaðos espaˈɲoles]; BME) is the Spanish company that deals with the organizational aspects of the Spanish stock exchanges and financial markets, which includes the stock exchanges in Madrid, Barcelona, Bilbao and Valencia. In addition to the trading of shares and bonds, BME offers access to a number of other products (warrants, trackers) and the clearing and settlement of operations. BME is also developing a technological consultancy, operating in 23 countries and mainly providing trading systems.
BME owns the stocks exchanges of Madrid, Barcelona, Valencia and Bilbao as well as Latibex, the only international market for Latin American securities, and the company Openfinance, a provider of technology offering solutions and developments in the wealth management industry. BME also holds a participation in the Cámara de Riesgo Central de Contraparte of Colombia and the Mexican Stock Exchange.BME has been a listed company since 14 July 2006 and an IBEX 35 constituent since July 2007 until December 2015. As of 2019, it is among the smallest of Europe’s exchanges with a market capitalisation of 2.1 billion euros ($2.32 billion), less than half of Euronext’s 5.2 billion euros.

"
1685,Teijin,Diversified Chemicals,Japan,4.5,8.2,-0.3818,8.8,1686,http://www.forbes.com/companies/teijin,-0.0433863636363636,-0.0465609756097561,"Teijin Limited (帝人株式会社, Teijin Kabushiki-gaisha) is a Japanese chemical, pharmaceutical and information technology company. Its main fields of operation are high-performance fibers such as aramid, carbon fibers & composites, healthcare, films, resin & plastic processing, polyester fibers, products converting and IT products.
The company is listed on the first section of the Tokyo Stock Exchange and is a constituent of the Nikkei 225 stock index.As of March 2014, the Teijin Group comprises 151 companies, 56 in Japan and 95 overseas.Teijin is a member of the Mitsubishi UFJ Financial Group (MUFJ) keiretsu.

"
1686,CB Richard Ellis,Real Estate,United States,8.8,5.1,0.2004,5.1,1687,http://www.forbes.com/companies/cb-richard-ellis,0.0392941176470588,0.0392941176470588,"CBRE Group, Inc. is an American commercial real estate services and investment firm. The abbreviation CBRE stands for Coldwell Banker Richard Ellis. It is the largest commercial real estate services company in the world.The firm is ranked 128th on the Fortune 500 and has been included in the Fortune 500 every year since 2008. CBRE serves more than 90 of the top 100 companies on the Fortune 100."
1687,Abu Dhabi Islamic Bank,Regional Banks,United Arab Emirates,2.0,1.1,0.2786,20.5,1687,http://www.forbes.com/companies/abu-dhabi-islamic-bk,0.013590243902439,0.253272727272727,"Abu Dhabi Islamic Bank PJSC (Arabic: مصرف أبو ظبي الإسلامي‎) is an Islamic bank based in Abu Dhabi city, in the United Arab Emirates."
1688,Ogaki Kyoritsu Bank,Regional Banks,Japan,1.2,0.893,0.0973,42.9,1689,http://www.forbes.com/companies/ogaki-kyoritsu-bank,0.0022680652680652697,0.108958566629339,"Hong Kong maintains a three-tier system of deposit-taking institutions, i.e. licensed banks, restricted licence banks and deposit-taking companies. They are collectively known as authorized institutions supervised by the Hong Kong Monetary Authority (HKMA).As one of the top five financial centres worldwide, Hong Kong has one of the highest concentrations of banking institutions in the world, with 70 of the largest 100 banks in the world having an operation in Hong Kong. As of 2019, there were 164 licensed banks, 17 restricted licence banks and 13 deposit-taking companies in business, constituting a total of 194 authorized institutions. In addition, there are 42 local representative offices of foreign banks in Hong Kong."
1689,Nvidia,Semiconductors,United States,10.5,3.5,0.2531,4.5,1689,http://www.forbes.com/companies/nvidia,0.0562444444444444,0.0723142857142857,"Nvidia Corporation ( en-VID-ee-ə) is an American multinational technology company incorporated in Delaware and based in Santa Clara, California. It designs graphics processing units (GPUs) for the gaming and professional markets, as well as system on a chip units (SoCs) for the mobile computing and automotive market. Its primary GPU line, labeled ""GeForce"", is in direct competition with the GPUs of the ""Radeon"" brand by Advanced Micro Devices (AMD). Nvidia expanded its presence in the gaming industry with its handheld game consoles Shield Portable, Shield Tablet, and Shield Android TV and its cloud gaming service GeForce Now.
In addition to GPU manufacturing, Nvidia provides parallel processing capabilities to researchers and scientists that allow them to efficiently run high-performance applications. They are deployed in supercomputing sites around the world. More recently, it has moved into the mobile computing market, where it produces Tegra mobile processors for smartphones and tablets as well as vehicle navigation and entertainment systems. Nvidia is also now focused on artificial intelligence. In addition to AMD, its competitors include Intel and Qualcomm."
1690,Actelion,Pharmaceuticals,Switzerland,7.1,2.1,0.4181,3.1,1691,http://www.forbes.com/companies/actelion,0.134870967741935,0.199095238095238,"Actelion is a pharmaceuticals and biotechnology company established in December 1997, headquartered in Allschwil near Basel, Switzerland.Actelion focuses on the manufacture of drugs that treat rare diseases and orphan diseases. Some of the drugs it has produced have been used to treat patients with symptoms related to central nervous system disorders, irregular heart conditions, immune system disorders and cancer.  One of the focuses of Actelion is treating individuals with Pulmonary Arterial Hypertension (PAH), a heart condition that leaves patients with a short life expectancy (7-9 years) even with treatment.Actelion scientists were among the first to work in the field of endothelian receptor antagonists.  Actelion was initially financed with venture capital provided through a syndicate including Atlas Venture, Sofinnova and HealthCap.
Actelion develops and sells drugs in the continents of Asia, Europe and North and South America. Actelion has 29 operative affiliates around the world, including the United States, Canada, Brazil, Australia, Japan, Switzerland and a number of EU countries.  The Swiss affiliate is located in Baden, the German affiliate in Freiburg, the Austrian one in Vienna, the French one in Paris and the UK affiliate is located in London.In 2006, the company established the Actelion Endothelin Research Award program which supports selected clinical research projects.In January 2017, Johnson & Johnson announced that it would purchase the company for $30 billion. Actelion's research and development unit would also be spun off after the acquisition. The new company Idorsia was created from former Actelion drug discovery operations and early-stage clinical development assets and listed in June 2017 on the SIX Swiss Exchange.In 2018, Johnson & Johnson announced they would discontinue development of one of the phase III drugs it acquired during its purchase of Actelion.

"
1691,Sonova Holding,Medical Equipment & Supplies,Switzerland,8.7,1.4,0.3363,2.2,1692,http://www.forbes.com/companies/sonova-holding,0.152863636363636,0.240214285714286,"Sonova Holding AG (Phonak Holding AG before 1 August 2007) is an internationally active Swiss company headquartered in Stäfa that specializes in hearing care solutions (hearing instruments, cochlear implants, wireless communication solutions). It is one of the largest providers in the sector worldwide. The group operates through its core business brands Phonak, Unitron, Hansaton, Advanced Bionics and AudioNova.
On August 1, 2007 Phonak AG officially changed its name to Sonova Holding AG.
Sonova Group and its brands hold 24% of the global hearing aid market in sales."
1692,Lanxess,Diversified Chemicals,Germany,6.0,7.2,0.0573,7.0,1693,http://www.forbes.com/companies/lanxess,0.008185714285714291,0.00795833333333333,"Lanxess AG is a German specialty chemicals company based in Cologne, Germany that was founded in 2004 via the spin-off of the chemicals division and parts of the polymers business from Bayer AG.Shares in Lanxess AG were listed in Germany’s DAX from September 24, 2012 to September 21, 2015 and form part of MDAX, a midcap index. The company is listed in the Dow Jones Sustainability Index and FTSE4Good Index.
In 2016, the company began to focus on the market for additives for lubricants and fire retardants by acquiring Chemtura and placing its rubber business into a joint venture with Aramco.As of May 2017 the largest shareholders were Allianz, BlackRock, and Norway’s sovereign wealth fund, each of which held 6 percent or less of Lanxess.In February 2020, Lanxess acquires Brazilian biocide manufacturer Itibanyl Produtos Especiais Ltda. (IPEL)."
1693,MF Global,Investment Services,United States,1.3,2.2,-0.1235,42.5,1693,http://www.forbes.com/companies/mf-global,-0.00290588235294118,-0.0561363636363636,"MF Global, formerly known as Man Financial, was a major global financial derivatives broker, or commodities brokerage firm that went bankrupt in 2011.  MF Global provided exchange-traded derivatives, such as futures and options as well as  over-the-counter products such as contracts for difference (CFDs), foreign exchange and spread betting.  MF Global Inc., its broker-dealer subsidiary, was a primary dealer in United States Treasury securities.   A series of perceived liquidity problems and large fines and penalties dogged MF Global starting in 2008, and led to its bankruptcy in 2011.
In 2011, MF Global faced major pressures to its liquidity over several months.  Some analysts and financial commentators indicate that MF Global probably experienced a number of trading days in 2011 during which the firm's bets on sovereign debt would have required the use of customer funds to meet capital requirements, thereby maintaining operating funds and possibly overall solvency.  A large part of these pressures on MF Global were a result of the firm's involvement in a significant number of repurchase agreements. Many of these repo agreements were conducted off their balance sheet.  Also, MF Global made a $6.3 billion investment on its own behalf in bonds of some of Europe's most indebted nations. Failure of those, and other repo positions, contributed to the massive liquidity crisis at the firm.  MF Global experienced a meltdown of its financial condition, caused by improper transfers of over $891 million from customer accounts to a MF broker-dealer account to cover losses created by trading losses.On October 31, 2011, MF Global executives admitted that transfer of $700 million from customer accounts to the broker-dealer and a loan of $175 million in customer funds to MF Global's U.K. subsidiary to cover (or mask) liquidity shortfalls at the company occurred on October 28, 2011. MF could not repay these monies with its own funds.  Improper co-mingling, or mixing, of company and client funds took place for days before the illicit transfer and loans, and perhaps for many other days earlier in the year.  According to the New York Times, ""MF Global dipped again and again into customer funds to meet the demands"", perhaps beginning as early as August 2011.MF Global declared bankruptcy on October 31, 2011, and the company was liquidated beginning in November 2011.  The trustee liquidating the company said that the losses incurred by customers of MF Global stood at $1.6 billion at April 2012.  In January 2013, a judge approved a settlement that would return 93 percent of customers' investments, with the prospect of additional payouts from the company's general estate.  In December 2014, MF Global Holdings settled a U.S. government lawsuit, agreeing to pay $1.2 billion in restitution and a $100 million fine for customer losses tied to the company's 2011 collapse."
