,Company,Industry,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,description
1339,Bendigo & Adelaide Bank,Regional Banks,Australia,3.1,3.9,0.4,58.6,1340,http://www.forbes.com/companies/bendigo-adelaide-bank/,0.0068259385665529,0.102564102564103,"Bendigo and Adelaide Bank is an Australian financial institution, operating primarily in retail banking. The company was formed by the merger of Bendigo Bank and Adelaide Bank in November 2007.Before the merger, Bendigo Bank delivered its products and services through almost 900 outlets Australia-wide, including more than 160 company owned branches, 220 community owned Community Bank branches of Bendigo Bank, 100 agencies and 400 Elders outlets. The bank's branches are primarily in Victoria and Queensland.  The merged bank now has over 400 branches, including 25 that came with the merger of Adelaide Bank.
National headquarters remain in the city of Bendigo, with a major office in Adelaide, South Australia and regional offices in Docklands, Melbourne and Ipswich, Queensland.

"
1340,Kotak Mahindra Bank,Regional Banks,India,8.0,2.5,0.4,16.5,1341,http://www.forbes.com/companies/kotak-mahindra-bank/,0.0242424242424242,0.16,"Kotak Mahindra Bank Limited is an Indian private sector bank headquartered in Mumbai, Maharashtra, India. It offers banking products and financial services for corporate and retail customers in the areas of personal finance, investment banking, life insurance, and wealth management. As of February 2021, it is the third largest Indian private sector bank by market capitalization, with 1600 branches & 2519 ATMs.

"
1341,Taisei,Construction Services,Japan,3.0,14.7,0.1,16.2,1342,http://www.forbes.com/companies/taisei/,0.00617283950617284,0.00680272108843537,"Taisei Corporation (大成建設株式会社, Taisei Kensetsu kabushiki gaisha) (TYO: 1801) is a Japanese corporation founded in 1873. Its main areas of business are building construction, civil engineering, and real estate development. Taisei's headquarters are located at Shinjuku Center Building in Nishi-Shinjuku, Shinjuku, Tokyo.Taisei has 15 branch offices, 1 technology center, 46 domestic offices, 12 overseas offices, 29 consolidated subsidiaries and 43 affiliated companies accounted for by the equity-method.

"
1342,SM Investments,Department Stores,Philippines,9.0,3.8,0.5,10.2,1343,http://www.forbes.com/companies/sm-investments/,0.0490196078431373,0.131578947368421,"SM Investments Corporation (SMIC), also known as SM Group, is a Philippine conglomerate with interests in shopping mall development and management, retail, real estate development, banking, and tourism. Founded by Henry Sy, it has become one of the largest conglomerates in the Philippines, being the country's dominant player in retail with 208 stores nationwide. Of these, 47 are SM Department Stores; 38 are SM Supermarkets; 37 are SM Hypermarkets and 86 are SaveMore branches.
It is the largest company in the Philippines in terms of market capitalization, and has repeatedly ranked as the top Philippine company in the Forbes Global 2000.

"
1343,Tomony Holdings,Regional Banks,Japan,0.7,0.7,0.5,30.4,1344,http://www.forbes.com/companies/tomony-holdings/,0.0164473684210526,0.714285714285714,NEEDS_MANUAL_SUMMARY
1344,Henry Schein,Medical Equipment & Supplies,United States,6.8,8.5,0.4,4.7,1345,http://www.forbes.com/companies/henry-schein/,0.0851063829787234,0.0470588235294118,"Henry Schein, Inc. is an American distributor of health care products and services with a presence in 32 countries. The company is a Fortune World's Most Admired Company and is ranked number one in its industry for social responsibility by Fortune magazine. Henry Schein has been recognized by the Ethisphere Institute as the World's Most Ethical Company six times as of 2017.

"
1345,NRG Energy,Electric Utilities,United States,3.8,9.1,0.2,26.7,1346,http://www.forbes.com/companies/nrg-energy/,0.00749063670411985,0.021978021978022,"NRG Energy, Inc. is a large American energy company, dual-headquartered in Princeton, New Jersey and Houston, Texas. It was formerly the wholesale arm of Northern States Power Company (NSP), which became Xcel Energy, but became independent in 2000. NRG Energy is involved in energy generation and retail electricity. Their portfolio includes nuclear generation, coal generation, wind generation, utility scale generation, distributed solar generation, and oil generation. NRG serves 2.9 million retail customers in Texas, Connecticut, Delaware, Illinois, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Ohio, and the District of Columbia.NRG Energy has acquired eleven other energy companies, both generation and retail, that include Reliant Energy, XOOM Energy, Green Mountain Energy, Stream Energy, Discount Power and Cirro Energy. As of 2018, they generate 23,000 MW of power from 40 power plants across the country. They incorporate a range of sales channels for retail customers, including call centers, direct sales, websites, brokers, and brick-and-mortar stores. Their wholesale generation services include plant operations, commercial operations, energy services, distributed generation services, and energy, procurement, and construction (EPC) services."
1346,Host Hotels & Resorts,Real Estate,United States,11.3,5.0,0.0,13.1,1347,http://www.forbes.com/companies/host-hotels-resorts/,0.0,0,"Host Hotels & Resorts, Inc. is a real estate investment trust that invests in hotels. As of February 20, 2020, the company owned 80 upscale hotels containing approximately 46,500 rooms. The company is ranked 514th on the Fortune 500."
1347,Essar Energy,Oil & Gas Operations,United Kingdom,2.6,14.4,-0.5,16.1,1348,http://www.forbes.com/companies/essar-energy/,-0.031055900621117995,-0.0347222222222222,"Essar Group, is an Indian multinational conglomerate and construction company, founded by Shashi Ruia and Ravi Ruia, in 1969.
Essar Global Fund Limited (EGFL) controls a number of assets across the core sectors of Energy (Oil Refining, Oil & Gas Exploration & Production, Power), Infrastructure (Ports, Projects), Metals & Mining, and Services (Shipping, Oilfield Services, IT). EGFL holds near 100% stake in all its investments.

"
1348,Computer Sciences,Computer Services,United States,4.9,16.0,-3.9,11.1,1349,http://www.forbes.com/companies/computer-sciences/,-0.351351351351351,-0.24375,"Computer Sciences Corporation (CSC) was an American multinational corporation that provided information technology (IT) services and professional services. On April 3, 2017, it merged with the Enterprise Services line of business of HP Enterprise (formerly Electronic Data Systems) to create DXC Technology."
1349,Fiserv,Computer Services,United States,9.6,4.3,0.5,8.5,1350,http://www.forbes.com/companies/fiserv/,0.0588235294117647,0.116279069767442,"Fiserv, Inc. () is a global provider of financial services technology. The company's clients include banks, thrifts, credit unions, securities broker dealers, leasing and finance companies, and retailers. In October 2015, American Banker and BAI ranked the company third by revenue among technology providers to U.S. banks. Fiserv reported total revenue of $10.187 billion in 2019. In summer of 2018, Fiserv obtained the naming rights to the Fiserv Forum, home to the Milwaukee Bucks, for 25 years. Fiserv ranks 139th out of the 331 companies named to Fortune's 2020 'World's Most Admired Companies' list, the seventh consecutive year it has been on that list, and 10th time in the last 12 years.

"
1350,PGN,Natural Gas Utilities,Indonesia,10.1,2.2,0.7,3.5,1351,http://www.forbes.com/companies/pgn/,0.2,0.318181818181818,NEEDS_MANUAL_SUMMARY
1351,Jacobs Engineering,Construction Services,United States,6.0,10.7,0.4,6.1,1352,http://www.forbes.com/companies/jacobs-engineering/,0.0655737704918033,0.0373831775700935,"Jacobs Engineering Group Inc. (NYSE: J) is an American international technical professional services firm. The company provides technical, professional and construction services, as well as scientific and specialty consulting for a broad range of clients globally, including companies, organizations, and government agencies. Its worldwide annual revenue reached nearly $15 billion in the 2018 fiscal year. Jacobs has consistently ranked No. 1 on both Engineering News-Record (ENR)'s 2018/2019/2020 Top 500 Design Firms and Trenchless Technology’s 2018/2019 Top 50 Trenchless Engineering Firms."
1352,Aurubis,Diversified Metals & Mining,Germany,2.5,17.9,0.4,5.8,1352,http://www.forbes.com/companies/aurubis/,0.0689655172413793,0.0223463687150838,"Aurubis AG (formerly Norddeutsche Affinerie AG) is listed on the stock exchange and is the largest copper producer in Europe (the second largest in the world) and the largest copper recycler worldwide. Its headquarters is in Hamburg, Germany. After the acquisition of the Belgian copper producer Cumerio by Norddeutsche Affinerie AG on 18 February 2008, the company re-branded itself as Aurubis as of 1 April 2009.
Aurubis produces more than one million tonnes of copper cathodes annually and from them a variety of copper products. It employs about 7,400 people (updated: January 2021).

"
1353,X5 Retail Group,Food Retail,Russia,6.7,11.2,0.3,8.6,1354,http://www.forbes.com/companies/x5-retail-group/,0.0348837209302326,0.0267857142857143,"X5 Retail Group is a leading Russian food retailer.The Company operates several retail formats: proximity stores under the Pyaterochka brand, supermarkets under the Perekrestok brand and hypermarkets under the Karusel brand, as well as the Perekrestok.ru online market, the 5Post parcel and Dostavka.Pyaterochka and Perekrestok.Bystro food delivery services.
The Company’s global depositary receipts are listed on the London Stock Exchange (LSE) and the Moscow Stock Exchange (MSE).Its share of the food retail market rose up from 47th to 42nd place among the world’s Top-250 retailers in the Global Powers of Retailing 2020 and took 11th place in the Top-50 fast-growing global retailers  (according to Deloitte); it was ranked 41st among the Top 50 Global Retailers (according to Kantar Consulting).

"
1354,Salzgitter,Iron & Steel,Germany,3.4,12.7,0.3,12.0,1354,http://www.forbes.com/companies/salzgitter/,0.025,0.0236220472440945,"Salzgitter (German pronunciation: [zalt͡sˈɡɪtɐ] (listen); Eastphalian: Soltgitter)  is an independent city in southeast Lower Saxony, Germany, located between Hildesheim and Braunschweig. Together with Wolfsburg and Braunschweig, Salzgitter is one of the seven Oberzentren of Lower Saxony (roughly equivalent to a metropolitan area). With 101,079 inhabitants and 223.92 square kilometres (86.46 sq mi) (as of 31 December 2015), its area is the largest in Lower Saxony and one of the largest in Germany. Salzgitter originated as a conglomeration of several small towns and villages, and is today made up of 31 boroughs, which are relatively compact conurbations with wide stretches of open country between them. The main shopping street of the young city is in the borough of Lebenstedt, and the central business district is in the borough of Salzgitter-Bad. The city is connected to the Mittellandkanal and the Elbe Lateral Canal by a distributary. The nearest metropolises are Braunschweig, about 23 kilometres (14 miles) to the northeast, and Hanover, about 51 km (32 miles) to the northwest. The population of the City of Salzgitter has exceeded 100,000 inhabitants since its foundation in 1942 (which made it a city (Großstadt) in contrast to a town (Stadt) by the German definition), when it was still called Watenstedt-Salzgitter. Beside Wolfsburg, Leverkusen and Eisenhüttenstadt, Salzgitter is therefore one of the few cities in Germany founded during the 20th century."
